## [iView]
## Converted from:	F:\tracker\RALT_None.idf
## Date:	16.01.2019 12:53:30
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	60
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	1435                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	pp                                                                                                                                                                                                                                                              
## Description:	Shock task                                                                                                                                                                                                                                                      
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(96;54)
## Calibration Point 2:	Position(1824;54)
## Calibration Point 3:	Position(96;1026)
## Calibration Point 4:	Position(1824;1026)
## Calibration Point 5:	Position(96;540)
## Calibration Point 6:	Position(960;54)
## Calibration Point 7:	Position(1824;540)
## Calibration Point 8:	Position(960;1026)
## [Geometry]
## Stimulus Dimension [mm]:	344	193
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	EYETRACKING//SMI_RED250mobile///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.4.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, MSG
## 
Time	Type	Trial	L Mapped Diameter [mm]	R Mapped Diameter [mm]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Aux1
993698450	SMP	1	3.6709	3.7005	950.0104	540.4672	950.3782	577.3215	
993715146	SMP	1	3.6735	3.7016	949.3243	541.2951	949.4963	577.3625	
993731842	SMP	1	3.6797	3.7108	948.8970	543.6855	948.7740	577.1979	
993748538	SMP	1	3.6799	3.7197	949.7158	543.9548	948.7726	577.1765	
993765233	SMP	1	3.6841	3.7278	950.6975	546.5021	949.3381	576.7575	
993781929	SMP	1	3.6900	3.7310	952.5763	547.8421	948.8583	577.6370	
993798624	SMP	1	3.6934	3.7332	953.7862	548.1002	948.3798	578.5855	
993815319	SMP	1	3.6955	3.7333	955.1233	547.9924	948.1654	579.4796	
993832014	SMP	1	3.7027	3.7317	956.7213	549.9728	948.8254	580.0635	
993848709	SMP	1	3.7005	3.7324	958.1156	549.8373	948.4000	579.5860	
993865404	SMP	1	3.7014	3.7318	959.9244	549.4383	948.3221	579.5036	
993882100	SMP	1	3.6992	3.7290	959.4568	547.9885	948.3477	578.7580	
993898795	SMP	1	3.7013	3.7289	959.9917	547.2609	949.0619	577.7743	
993915490	SMP	1	3.7003	3.7332	959.5847	545.2992	946.1218	578.2193	
993932185	SMP	1	3.7017	3.7450	948.7985	545.3822	935.9550	577.9257	
993948880	SMP	1	3.7066	3.7536	935.9408	540.5820	927.5550	578.2783	
993965575	SMP	1	3.7087	3.7567	935.4268	538.9838	922.9420	577.5112	
993982270	SMP	1	3.7120	3.7609	929.1187	537.6332	914.6546	576.2146	
993998966	SMP	1	3.7161	3.7666	925.3523	535.1794	916.6618	575.3188	
994015661	SMP	1	3.7232	3.7711	923.2170	532.7526	909.9568	574.4671	
994032356	SMP	1	3.7262	3.7751	919.0271	532.8420	910.1098	574.0471	
994049051	SMP	1	3.7284	3.7749	916.5077	532.2064	907.8892	573.1070	
994065746	SMP	1	3.7362	3.7766	913.6206	531.5259	904.4924	573.4694	
994082441	SMP	1	3.7451	3.7820	910.4749	530.8834	903.1713	573.9390	
994099137	SMP	1	3.7431	3.7852	908.8090	531.0846	901.9580	573.9076	
994115832	SMP	1	3.7409	3.7875	910.8107	527.6414	901.5259	574.3765	
994132527	SMP	1	3.7389	3.7927	912.1324	528.6051	902.6611	574.7407	
994149222	SMP	1	3.7362	3.7972	911.1770	528.6801	904.5159	575.0138	
994165917	SMP	1	3.7395	3.8030	911.0330	527.6255	906.9768	574.1525	
994182612	SMP	1	3.7447	3.8078	910.1804	526.9215	906.6557	574.0732	
994199307	SMP	1	3.7434	3.8103	909.9177	526.4496	906.8690	574.4227	
994216003	SMP	1	3.7461	3.8110	908.2575	524.1857	906.1787	574.3279	
994232698	SMP	1	3.7415	3.8169	908.5819	524.3451	905.2029	572.8866	
994249393	SMP	1	3.7416	3.8182	908.8304	522.9549	904.2906	571.6386	
994266088	SMP	1	3.7361	3.8198	908.4015	523.6492	903.9842	568.5706	
994282783	SMP	1	3.7318	3.8173	907.8504	522.3822	903.4395	566.5466	
994299478	SMP	1	3.7273	3.8135	907.9006	522.2820	903.6229	565.7427	
994316174	SMP	1	3.7268	3.8107	907.7518	521.3064	903.4752	565.5645	
994332869	SMP	1	3.7200	3.8055	909.1034	520.2129	902.5130	566.0495	
994349564	SMP	1	3.7226	3.8066	911.3729	520.7378	901.7747	565.0121	
994366259	SMP	1	3.7268	3.8079	913.1838	521.6066	900.8404	565.3188	
994382954	SMP	1	3.7286	3.8122	914.1760	521.3246	900.7474	563.9420	
994399649	SMP	1	3.7329	3.8136	915.5302	521.8740	900.4414	562.0242	
994416345	SMP	1	3.7352	3.8131	916.8295	520.0377	899.8244	561.9396	
994433040	SMP	1	3.7360	3.8061	918.3493	519.8300	900.3925	561.4669	
994449735	SMP	1	3.7346	3.7998	917.3414	519.8724	900.3728	561.8911	
994466430	SMP	1	3.7344	3.8011	918.1402	519.5384	900.4922	562.8459	
994483125	SMP	1	3.7344	3.8050	918.0036	519.8540	899.9972	562.8770	
994499820	SMP	1	3.7370	3.8076	915.6486	521.9062	899.1518	561.4837	
994516515	SMP	1	3.7411	3.8098	914.5087	523.1913	898.3612	560.2405	
994533206	SMP	1	3.7402	3.8118	911.6892	523.7501	897.1893	559.1928	
994549896	SMP	1	3.7438	3.8154	910.1188	523.1406	897.6233	557.3598	
994566586	SMP	1	3.7475	3.8205	909.0010	522.8354	898.1006	556.5972	
994583276	SMP	1	3.7495	3.8259	908.2154	522.5006	898.3069	556.4526	
994599966	SMP	1	3.7494	3.8306	906.4961	522.9244	899.7452	555.0268	
994616656	SMP	1	3.7532	3.8316	906.2575	522.5269	899.0644	553.0476	
994633347	SMP	1	3.7502	3.8312	906.9652	521.0450	897.5654	551.5813	
994650037	SMP	1	3.7536	3.8271	908.1440	520.8602	897.0451	548.5670	
994666727	SMP	1	3.7551	3.8265	909.0131	520.0666	897.0640	546.3596	
994683417	SMP	1	3.7566	3.8351	910.5392	518.2561	898.4983	545.8556	
994700107	SMP	1	3.7569	3.8354	912.7731	518.7498	900.0234	547.1931	
994716797	SMP	1	3.7504	3.8370	923.9368	519.8999	904.7798	549.7835	
994733488	SMP	1	3.7409	3.8405	928.6675	523.4884	911.3116	553.3594	
994750178	SMP	1	3.7361	3.8383	934.4516	530.8465	914.7822	556.0260	
994766868	SMP	1	3.7324	3.8348	936.8934	532.9464	920.5414	557.4662	
994783558	SMP	1	3.7304	3.8333	941.3202	536.5531	924.5783	560.7052	
994800248	SMP	1	3.7337	3.8309	941.9730	538.0231	923.9938	562.6855	
994816939	SMP	1	3.7293	3.8343	944.8028	541.0831	929.3400	563.9335	
994833629	SMP	1	3.7275	3.8371	946.6851	543.0137	930.3333	566.5963	
994850319	SMP	1	3.7215	3.8360	949.3740	547.4414	933.1106	569.9187	
994867009	SMP	1	3.7191	3.8341	950.9151	549.1111	934.6673	573.0216	
994883699	SMP	1	3.7198	3.8364	952.8817	551.3642	936.7746	573.3099	
994900389	SMP	1	3.7133	3.8357	951.0847	551.6570	936.7159	574.0237	
994917080	SMP	1	3.7111	3.8335	950.2045	553.0222	935.8763	574.6195	
994933770	SMP	1	3.7118	3.8364	948.8172	551.9487	935.9868	575.7619	
994950460	SMP	1	3.7168	3.8409	948.8098	550.4358	936.0942	576.8677	
994967150	SMP	1	3.7149	3.8496	948.7263	550.1039	935.7186	577.8210	
994983840	SMP	1	3.7121	3.8525	949.0377	550.2379	936.8630	579.3140	
995000531	SMP	1	3.7111	3.8521	948.6028	550.7393	936.7961	581.2042	
995017221	SMP	1	3.7109	3.8514	948.2983	550.9603	937.8780	582.4780	
995033911	SMP	1	3.7141	3.8523	948.4409	549.7742	938.8769	583.2874	
995050601	SMP	1	3.7114	3.8529	948.1667	549.4210	940.7921	582.6631	
995067291	SMP	1	3.7114	3.8515	947.7530	547.4113	942.3493	583.6219	
995083981	SMP	1	3.7115	3.8586	947.8944	546.1639	943.3574	583.5261	
995100672	SMP	1	3.7124	3.8601	947.3836	543.5981	943.8479	583.0854	
995117362	SMP	1	3.7110	3.8595	947.8814	544.7972	944.4490	580.4053	
995134052	SMP	1	3.7092	3.8622	946.2157	545.8319	943.6492	580.2020	
995150742	SMP	1	3.7020	3.8672	945.8435	548.8549	943.2625	579.0522	
995167432	SMP	1	3.7002	3.8678	945.9182	551.2988	943.2365	576.8272	
995184123	SMP	1	3.6961	3.8765	937.0099	553.0435	931.0368	574.4376	
995200813	SMP	1	3.6928	3.8818	931.3076	554.6959	921.4050	573.7616	
995217503	SMP	1	3.6887	3.8817	922.4859	554.6513	916.6984	573.8283	
995234193	SMP	1	3.6810	3.8837	922.5938	554.9423	913.2897	574.2148	
995250883	SMP	1	3.6823	3.8874	923.7749	555.2727	906.5918	574.0255	
995267573	SMP	1	3.6887	3.8848	917.2725	557.7558	904.1115	575.6216	
995284264	SMP	1	3.6871	3.8818	914.8259	558.1562	896.2573	575.4012	
995300954	SMP	1	3.6941	3.8795	907.6117	559.6032	894.2944	576.6792	
